"date","name","category","value","color","logo"
"2017-01-01","Louis Vuitton","Luxury","22919","#ff9896",
"2017-01-01","Honda","Automotive","22696","#9edae5",
"2017-01-01","SAP","Business Services","22635","#dbdb8d",
"2017-01-01","Pepsi","Beverages","20491","#c5b0d5",
"2017-01-01","H&M","Apparel","20488","#ff9896",
"2017-01-01","Zara","Apparel","18573","#9467bd",
"2017-01-01","IKEA","Retail","18472","#9edae5",
"2017-01-01","Gillette","FMCG","18200","#f7b6d2",
"2017-01-01","American Express","Financial Services","17787","#dbdb8d",
"2017-01-01","Pampers","FMCG","16416","#aec7e8",
"2017-01-01","UPS","Logistics","16387","#ff7f0e",
"2017-01-01","J.P. Morgan","Financial Services","15749","#ff7f0e",
"2017-01-01","Budweiser","Alcohol","15375","#8c564b",
"2017-01-01","Herm?s","Luxury","14210","#ffbb78",
"2017-01-01","Ford","Automotive","13643","#e377c2",
"2017-01-01","eBay","Retail","13224","#c49c94",
"2017-01-01","Hyundai","Automotive","13193","#8c564b",
"2017-01-01","NESCAF?","Beverages","12661","#ff7f0e",
"2017-01-01","Accenture","Business Services","12471","#2ca02c",
"2017-01-01","Audi","Automotive","12023","#c7c7c7",
"2017-01-01","Nissan","Automotive","11534","#ff9896",
"2017-01-01","Volkswagen","Automotive","11522","#aec7e8",
"2017-01-01","Philips","Electronics","11519","#ff7f0e",
"2017-01-01","AXA","Financial Services","11073","#ffbb78",
"2017-01-01","Kellogg's","FMCG","10972","#98df8a",
"2017-01-01","Goldman Sachs","Financial Services","10864","#1f77b4",
"2017-01-01","L'Or?al","FMCG","10674","#d62728",
"2017-01-01","Citi","Financial Services","10599","#c49c94",
"2017-01-01","HSBC","Financial Services","10534","#aec7e8",
"2017-01-01","Porsche","Automotive","10129","#f7b6d2",
"2017-01-01","Allianz","Financial Services","10059","#98df8a",
"2017-01-01","Siemens","Diversified","9982","#dbdb8d",
"2017-01-01","Gucci","Luxury","9969","#d62728",
"2017-01-01","Canon","Electronics","9788","#ff7f0e",
"2017-01-01","HP","Electronics","9541","#98df8a",
"2017-01-01","Danone","FMCG","9322","#8c564b",
"2017-01-01","adidas","Sporting Goods","9216","#98df8a",
"2017-01-01","Adobe","Business Services","9060","#1f77b4",
"2017-01-01","Hewlett Packard Enterprise","Business Services","8951","#9467bd",
"2017-01-01","3M","Diversified","8947","#17becf",
"2017-01-01","Nestl?","FMCG","8728","#9467bd",
"2017-01-01","Starbucks","Restaurants","8704","#ffbb78",
"2017-01-01","Sony","Electronics","8474","#c7c7c7",
"2017-01-01","Colgate","FMCG","8325","#17becf",
"2017-01-01","Morgan Stanley","Financial Services","8205","#1f77b4",
"2017-01-01","Visa","Financial Services","7815","#dbdb8d",
"2017-01-01","Cartier","Luxury","7547","#9edae5",
"2017-01-01","Thomson Reuters","Media","7100","#c5b0d5",
"2017-01-01","LEGO","FMCG","7024","#1f77b4",
"2017-01-01","Banco Santander","Financial Services","6702","#9467bd",
"2017-01-01","Kia","Automotive","6683","#98df8a",
"2017-01-01","Huawei","Technology","6676","#dbdb8d",
"2017-01-01","Mastercard","Financial Services","6350","#ff9896",
"2017-01-01","FedEx","Logistics","6255","#c5b0d5",
"2017-01-01","Land Rover","Automotive","6095","#c7c7c7",
"2017-01-01","Johnson & Johnson","FMCG","6041","#7f7f7f",
"2017-01-01","Panasonic","Electronics","5983","#ff9896",
"2017-01-01","DHL","Logistics","5715","#f7b6d2",
"2017-01-01","Harley-Davidson","Automotive","5671","#d62728",
"2017-01-01","Netflix","Media","5592","#7f7f7f",
"2017-01-01","Discovery","Media","5411","#c5b0d5",
"2017-01-01","PayPal","Financial Services","5408","#ff7f0e",
"2017-01-01","Tiffany & Co.","Luxury","5394","#98df8a",
"2017-01-01","Jack Daniel's","Alcohol","5332","#bcbd22",
"2017-01-01","KFC","Restaurants","5313","#9467bd",
"2017-01-01","Salesforce.com","Business Services","5224","#bcbd22",
"2017-01-01","Heineken","Alcohol","5181","#d62728",
"2017-01-01","Burberry","Luxury","5135","#17becf",
"2017-01-01","MINI","Automotive","5114","#2ca02c",
"2017-01-01","Ferrari","Automotive","4876","#f7b6d2",
"2017-01-01","Caterpillar","Diversified","4868","#e377c2",
"2017-01-01","Sprite","Beverages","4842","#d62728",
"2017-01-01","Shell","Energy","4823","#9edae5",
"2017-01-01","John Deere","Diversified","4783","#17becf",
"2017-01-01","Corona","Alcohol","4776","#7f7f7f",
"2017-01-01","Prada","Luxury","4716","#bcbd22",
"2017-01-01","Dior","Luxury","4587","#8c564b",
"2017-01-01","Johnnie Walker","Alcohol","4405","#e377c2",
"2017-01-01","Smirnoff","Alcohol","4288","#ff7f0e",
"2017-01-01","Tesla","Automotive","4009","#e377c2",
"2017-01-01","Mo?t & Chandon","Alcohol","4006","#dbdb8d",
"2017-01-01","Lenovo","Technology","4004","#d62728",
"2016-01-01","Apple","Technology","178119","#c49c94",
"2016-01-01","Google","Technology","133252","#2ca02c",
"2016-01-01","Coca-Cola","Beverages","73102","#1f77b4",
"2016-01-01","Microsoft","Technology","72795","#ff7f0e",
"2016-01-01","Toyota","Automotive","53580","#c5b0d5",
"2016-01-01","IBM","Business Services","52500","#2ca02c",
"2016-01-01","Samsung","Technology","51808","#2ca02c",
"2016-01-01","Amazon","Technology","50338","#7f7f7f",
"2016-01-01","Mercedes-Benz","Automotive","43490","#ffbb78",
"2016-01-01","GE","Diversified","43130","#8c564b",
"2016-01-01","BMW","Automotive","41535","#2ca02c",
"2016-01-01","McDonald's","Restaurants","39381","#bcbd22",
"2016-01-01","Disney","Media","38790","#7f7f7f",
"2016-01-01","Intel","Technology","36952","#d62728",
"2016-01-01","Facebook","Technology","32593","#ffbb78",
"2016-01-01","Cisco","Business Services","30948","#ff9896",
"2016-01-01","Oracle","Business Services","26552","#f7b6d2",
"2016-01-01","Nike","Sporting Goods","25034","#17becf",
"2016-01-01","Louis Vuitton","Luxury","23998","#ff9896",
"2016-01-01","H&M","Apparel","22681","#ff9896",
"2016-01-01","Honda","Automotive","22106","#9edae5",
"2016-01-01","SAP","Business Services","21293","#dbdb8d",
"2016-01-01","Pepsi","Beverages","20265","#c5b0d5",
"2016-01-01","Gillette","FMCG","19950","#f7b6d2",
"2016-01-01","American Express","Financial Services","18358","#dbdb8d",
"2016-01-01","IKEA","Retail","17834","#9edae5",
"2016-01-01","Zara","Apparel","16766","#9467bd",
"2016-01-01","Pampers","FMCG","16134","#aec7e8",
"2016-01-01","UPS","Logistics","15333","#ff7f0e",
"2016-01-01","Budweiser","Alcohol","15099","#8c564b",
"2016-01-01","J.P. Morgan","Financial Services","14227","#ff7f0e",
"2016-01-01","eBay","Retail","13136","#c49c94",
"2016-01-01","Ford","Automotive","12962","#e377c2",
"2016-01-01","Herm?s","Luxury","12833","#ffbb78",
"2016-01-01","Hyundai","Automotive","12547","#8c564b",
"2016-01-01","NESCAF?","Beverages","12517","#ff7f0e",
"2016-01-01","Accenture","Business Services","12033","#2ca02c",
"2016-01-01","Audi","Automotive","11799","#c7c7c7",
"2016-01-01","Kellogg's","FMCG","11711","#98df8a",
"2016-01-01","Volkswagen","Automotive","11436","#aec7e8",
"2016-01-01","Philips","Electronics","11336","#ff7f0e",
"2016-01-01","Canon","Electronics","11081","#ff7f0e",
"2016-01-01","Nissan","Automotive","11066","#ff9896",
"2016-01-01","Hewlett Packard Enterprise","Business Services","11027","#9467bd",
"2016-01-01","L'Or?al","FMCG","10930","#d62728",
"2016-01-01","AXA","Financial Services","10579","#ffbb78",
"2016-01-01","HSBC","Financial Services","10458","#aec7e8",
"2016-01-01","HP","Electronics","10386","#98df8a",
"2016-01-01","Citi","Financial Services","10276","#c49c94",
"2016-01-01","Porsche","Automotive","9537","#f7b6d2",
"2016-01-01","Allianz","Financial Services","9528","#98df8a",
"2016-01-01","Siemens","Diversified","9415","#dbdb8d",
"2016-01-01","Gucci","Luxury","9385","#d62728",
"2016-01-01","Goldman Sachs","Financial Services","9378","#1f77b4",
"2016-01-01","Danone","FMCG","9197","#8c564b",
"2016-01-01","Nestl?","FMCG","8708","#9467bd",
"2016-01-01","Colgate","FMCG","8413","#17becf",
"2016-01-01","Sony","Electronics","8315","#c7c7c7",
"2016-01-01","3M","Diversified","8199","#17becf",
"2016-01-01","adidas","Sporting Goods","7885","#98df8a",
"2016-01-01","Visa","Financial Services","7747","#dbdb8d",
"2016-01-01","Cartier","Luxury","7738","#9edae5",
"2016-01-01","Adobe","Business Services","7586","#1f77b4",
"2016-01-01","Starbucks","Restaurants","7490","#ffbb78",
"2016-01-01","Morgan Stanley","Financial Services","7200","#1f77b4",
"2016-01-01","Thomson Reuters","Media","6830","#c5b0d5",
"2016-01-01","LEGO","FMCG","6691","#1f77b4",
"2016-01-01","Panasonic","Electronics","6365","#ff9896",
"2016-01-01","Kia","Automotive","6326","#98df8a",
"2016-01-01","Banco Santander","Financial Services","6223","#9467bd",
"2016-01-01","Discovery","Media","5944","#c5b0d5",
"2016-01-01","Huawei","Technology","5835","#dbdb8d",
"2016-01-01","Johnson & Johnson","FMCG","5790","#7f7f7f",
"2016-01-01","Tiffany & Co.","Luxury","5761","#98df8a",
"2016-01-01","KFC","Restaurants","5742","#9467bd",
"2016-01-01","Mastercard","Financial Services","5736","#ff9896",
"2016-01-01","DHL","Logistics","5708","#f7b6d2",
"2016-01-01","Land Rover","Automotive","5696","#c7c7c7",
"2016-01-01","FedEx","Logistics","5579","#c5b0d5",
"2016-01-01","Harley-Davidson","Automotive","5527","#d62728",
"2016-01-01","Prada","Luxury","5504","#bcbd22",
"2016-01-01","Caterpillar","Diversified","5425","#e377c2",
"2016-01-01","Burberry","Luxury","5362","#17becf",
"2016-01-01","Xerox","Business Services","5290","#e377c2",
"2016-01-01","Jack Daniel's","Alcohol","5193","#bcbd22",
"2016-01-01","Sprite","Beverages","5148","#d62728",
"2016-01-01","Heineken","Alcohol","5123","#d62728",
"2016-01-01","MINI","Automotive","4986","#2ca02c",
"2016-01-01","Dior","Luxury","4909","#8c564b",
"2016-01-01","PayPal","Financial Services","4839","#ff7f0e",
"2016-01-01","John Deere","Diversified","4815","#17becf",
"2016-01-01","Shell","Energy","4599","#9edae5",
"2016-01-01","Corona","Alcohol","4509","#7f7f7f",
"2016-01-01","MTV","Media","4320","#f7b6d2",
"2016-01-01","Johnnie Walker","Alcohol","4317","#e377c2",
"2016-01-01","Smirnoff","Alcohol","4252","#ff7f0e",
"2016-01-01","Mo?t & Chandon","Alcohol","4118","#dbdb8d",
"2016-01-01","Ralph Lauren","Apparel","4092","#8c564b",
"2016-01-01","Lenovo","Technology","4045","#d62728",
"2016-01-01","Tesla","Automotive","4011","#e377c2",
"2015-01-01","Apple","Technology","170276","#c49c94",
"2015-01-01","Google","Technology","120314","#2ca02c",
"2015-01-01","Coca-Cola","Beverages","78423","#1f77b4",
"2015-01-01","Microsoft","Technology","67670","#ff7f0e",
"2015-01-01","IBM","Business Services","65095","#2ca02c",
"2015-01-01","Toyota","Automotive","49048","#c5b0d5",
"2015-01-01","Samsung","Technology","45297","#2ca02c",
"2015-01-01","GE","Diversified","42267","#8c564b",
"2015-01-01","McDonald's","Restaurants","39809","#bcbd22",
"2015-01-01","Amazon","Technology","37948","#7f7f7f",
"2015-01-01","BMW","Automotive","37212","#2ca02c",
"2015-01-01","Mercedes-Benz","Automotive","36711","#ffbb78",
"2015-01-01","Disney","Media","36514","#7f7f7f",
"2015-01-01","Intel","Technology","35415","#d62728",
"2015-01-01","Cisco","Business Services","29854","#ff9896",
"2015-01-01","Oracle","Business Services","27283","#f7b6d2",
"2015-01-01","Nike","Sporting Goods","23070","#17becf",
"2015-01-01","HP","Electronics","23056","#98df8a",
"2015-01-01","Honda","Automotive","22975","#9edae5",
"2015-01-01","Louis Vuitton","Luxury","22250","#ff9896",
"2015-01-01","H&M","Apparel","22222","#ff9896",
"2015-01-01","Gillette","FMCG","22218","#f7b6d2",
"2015-01-01","Facebook","Technology","22029","#ffbb78",
"2015-01-01","Pepsi","Beverages","19622","#c5b0d5",
"2015-01-01","American Express","Financial Services","18922","#dbdb8d",
"2015-01-01","SAP","Business Services","18768","#dbdb8d",
"2015-01-01","IKEA","Retail","16541","#9edae5",
"2015-01-01","Pampers","FMCG","15267","#aec7e8",
"2015-01-01","UPS","Logistics","14723","#ff7f0e",
"2015-01-01","Zara","Apparel","14031","#9467bd",
"2015-01-01","Budweiser","Alcohol","13943","#8c564b",
"2015-01-01","eBay","Retail","13940","#c49c94",
"2015-01-01","J.P. Morgan","Financial Services","13749","#ff7f0e",
"2015-01-01","Kellogg's","FMCG","12637","#98df8a",
"2015-01-01","Volkswagen","Automotive","12545","#aec7e8",
"2015-01-01","NESCAF?","Beverages","12257","#ff7f0e",
"2015-01-01","HSBC","Financial Services","11656","#aec7e8",
"2015-01-01","Ford","Automotive","11578","#e377c2",
"2015-01-01","Hyundai","Automotive","11293","#8c564b",
"2015-01-01","Canon","Electronics","11278","#ff7f0e",
"2015-01-01","Herm?s","Luxury","10944","#ffbb78",
"2015-01-01","Accenture","Business Services","10800","#2ca02c",
"2015-01-01","L'Or?al","FMCG","10798","#d62728",
"2015-01-01","Audi","Automotive","10328","#c7c7c7",
"2015-01-01","Citi","Financial Services","9784","#c49c94",
"2015-01-01","Goldman Sachs","Financial Services","9526","#1f77b4",
"2015-01-01","Philips","Electronics","9400","#ff7f0e",
"2015-01-01","AXA","Financial Services","9254","#ffbb78",
"2015-01-01","Nissan","Automotive","9082","#ff9896",
"2015-01-01","Gucci","Luxury","8882","#d62728",
"2015-01-01","Danone","FMCG","8632","#8c564b",
"2015-01-01","Nestl?","FMCG","8588","#9467bd",
"2015-01-01","Siemens","Diversified","8553","#dbdb8d",
"2015-01-01","Allianz","Financial Services","8498","#98df8a",
"2015-01-01","Colgate","FMCG","8464","#17becf",
"2015-01-01","Porsche","Automotive","8055","#f7b6d2",
"2015-01-01","Cartier","Luxury","7924","#9edae5",
"2015-01-01","Sony","Electronics","7702","#c7c7c7",
"2015-01-01","3M","Diversified","7243","#17becf",
"2015-01-01","Morgan Stanley","Financial Services","7083","#1f77b4",
"2015-01-01","Visa","Financial Services","6870","#dbdb8d",
"2015-01-01","adidas","Sporting Goods","6811","#98df8a",
"2015-01-01","Thomson Reuters","Media","6583","#c5b0d5",
"2015-01-01","Discovery","Media","6509","#c5b0d5",
"2015-01-01","Panasonic","Electronics","6436","#ff9896",
"2015-01-01","Tiffany & Co.","Luxury","6306","#98df8a",
"2015-01-01","Starbucks","Restaurants","6266","#ffbb78",
"2015-01-01","Adobe","Business Services","6257","#1f77b4",
"2015-01-01","Prada","Luxury","6222","#bcbd22",
"2015-01-01","Banco Santander","Financial Services","6097","#9467bd",
"2015-01-01","Xerox","Business Services","6033","#e377c2",
"2015-01-01","Caterpillar","Diversified","5976","#e377c2",
"2015-01-01","Burberry","Luxury","5873","#17becf",
"2015-01-01","Kia","Automotive","5666","#98df8a",
"2015-01-01","KFC","Restaurants","5639","#9467bd",
"2015-01-01","Mastercard","Financial Services","5551","#ff9896",
"2015-01-01","Johnson & Johnson","FMCG","5533","#7f7f7f",
"2015-01-01","Shell","Energy","5530","#9edae5",
"2015-01-01","Harley-Davidson","Automotive","5460","#d62728",
"2015-01-01","DHL","Logistics","5391","#f7b6d2",
"2015-01-01","Sprite","Beverages","5365","#d62728",
"2015-01-01","LEGO","FMCG","5362","#1f77b4",
"2015-01-01","John Deere","Diversified","5208","#17becf",
"2015-01-01","Jack Daniel's","Alcohol","5161","#bcbd22",
"2015-01-01","Chevrolet","Automotive","5133","#c49c94",
"2015-01-01","FedEx","Logistics","5130","#c5b0d5",
"2015-01-01","Land Rover","Automotive","5109","#c7c7c7",
"2015-01-01","Huawei","Technology","4952","#dbdb8d",
"2015-01-01","Heineken","Alcohol","4822","#d62728",
"2015-01-01","MTV","Media","4763","#f7b6d2",
"2015-01-01","Ralph Lauren","Apparel","4629","#8c564b",
"2015-01-01","Johnnie Walker","Alcohol","4540","#e377c2",
"2015-01-01","Corona","Alcohol","4456","#7f7f7f",
"2015-01-01","Smirnoff","Alcohol","4407","#ff7f0e",
"2015-01-01","Kleenex","FMCG","4330","#9467bd",
"2015-01-01","Hugo Boss","Apparel","4270","#9edae5",
"2015-01-01","PayPal","Financial Services","4251","#ff7f0e",
"2015-01-01","MINI","Automotive","4243","#2ca02c",
"2015-01-01","Mo?t & Chandon","Alcohol","4131","#dbdb8d",
"2015-01-01","Lenovo","Technology","4114","#d62728",
"2014-01-01","Apple","Technology","118863","#c49c94",
"2014-01-01","Google","Technology","107439","#2ca02c",
"2014-01-01","Coca-Cola","Beverages","81563","#1f77b4",
"2014-01-01","IBM","Business Services","72244","#2ca02c",
"2014-01-01","Microsoft","Technology","61154","#ff7f0e",
"2014-01-01","GE","Diversified","45480","#8c564b",
"2014-01-01","Samsung","Technology","45462","#2ca02c",
"2014-01-01","Toyota","Automotive","42392","#c5b0d5",
"2014-01-01","McDonald's","Restaurants","42254","#bcbd22",
"2014-01-01","Mercedes-Benz","Automotive","34338","#ffbb78",
"2014-01-01","BMW","Automotive","34214","#2ca02c",
"2014-01-01","Intel","Technology","34153","#d62728",
"2014-01-01","Disney","Media","32223","#7f7f7f",
"2014-01-01","Cisco","Business Services","30936","#ff9896",
"2014-01-01","Amazon","Technology","29478","#7f7f7f",
"2014-01-01","Oracle","Business Services","25980","#f7b6d2",
"2014-01-01","HP","Electronics","23758","#98df8a",
"2014-01-01","Gillette","FMCG","22845","#f7b6d2",
"2014-01-01","Louis Vuitton","Luxury","22552","#ff9896",
"2014-01-01","Honda","Automotive","21673","#9edae5",
"2014-01-01","H&M","Apparel","21083","#ff9896",
"2014-01-01","Nike","Sporting Goods","19875","#17becf",
"2014-01-01","American Express","Financial Services","19510","#dbdb8d",
"2014-01-01","Pepsi","Beverages","19119","#c5b0d5",
"2014-01-01","SAP","Business Services","17340","#dbdb8d",
"2014-01-01","IKEA","Retail","15885","#9edae5",
"2014-01-01","UPS","Logistics","14470","#ff7f0e",
"2014-01-01","eBay","Retail","14358","#c49c94",
"2014-01-01","Facebook","Technology","14349","#ffbb78",
"2014-01-01","Pampers","FMCG","14078","#aec7e8",
"2014-01-01","Volkswagen","Automotive","13716","#aec7e8",
"2014-01-01","Kellogg's","FMCG","13442","#98df8a",
"2014-01-01","HSBC","Financial Services","13142","#aec7e8",
"2014-01-01","Budweiser","Alcohol","13024","#8c564b",
"2014-01-01","J.P. Morgan","Financial Services","12456","#ff7f0e",
"2014-01-01","Zara","Apparel","12126","#9467bd",
"2014-01-01","Canon","Electronics","11702","#ff7f0e",
"2014-01-01","NESCAF?","Beverages","11406","#ff7f0e",
"2014-01-01","Ford","Automotive","10876","#e377c2",
"2014-01-01","Hyundai","Automotive","10409","#8c564b",
"2014-01-01","Gucci","Luxury","10385","#d62728",
"2014-01-01","Philips","Electronics","10264","#ff7f0e",
"2014-01-01","L'Or?al","FMCG","10162","#d62728",
"2014-01-01","Accenture","Business Services","9882","#2ca02c",
"2014-01-01","Audi","Automotive","9831","#c7c7c7",
"2014-01-01","Herm?s","Luxury","8977","#ffbb78",
"2014-01-01","Goldman Sachs","Financial Services","8758","#1f77b4",
"2014-01-01","Citi","Financial Services","8737","#c49c94",
"2014-01-01","Siemens","Diversified","8672","#dbdb8d",
"2014-01-01","Colgate","FMCG","8215","#17becf",
"2014-01-01","Danone","FMCG","8205","#8c564b",
"2014-01-01","Sony","Electronics","8133","#c7c7c7",
"2014-01-01","AXA","Financial Services","8120","#ffbb78",
"2014-01-01","Nestl?","FMCG","8000","#9467bd",
"2014-01-01","Allianz","Financial Services","7702","#98df8a",
"2014-01-01","Nissan","Automotive","7623","#ff9896",
"2014-01-01","Thomson Reuters","Media","7472","#c5b0d5",
"2014-01-01","Cartier","Luxury","7449","#9edae5",
"2014-01-01","adidas","Sporting Goods","7378","#98df8a",
"2014-01-01","Porsche","Automotive","7171","#f7b6d2",
"2014-01-01","Caterpillar","Diversified","6812","#e377c2",
"2014-01-01","Xerox","Business Services","6641","#e377c2",
"2014-01-01","Morgan Stanley","Financial Services","6334","#1f77b4",
"2014-01-01","Panasonic","Electronics","6303","#ff9896",
"2014-01-01","Shell","Energy","6288","#9edae5",
"2014-01-01","3M","Diversified","6177","#17becf",
"2014-01-01","Discovery","Media","6143","#c5b0d5",
"2014-01-01","KFC","Restaurants","6059","#9467bd",
"2014-01-01","Visa","Financial Services","5998","#dbdb8d",
"2014-01-01","Prada","Luxury","5977","#bcbd22",
"2014-01-01","Tiffany & Co.","Luxury","5936","#98df8a",
"2014-01-01","Sprite","Beverages","5646","#d62728",
"2014-01-01","Burberry","Luxury","5594","#17becf",
"2014-01-01","Kia","Automotive","5396","#98df8a",
"2014-01-01","Starbucks","Restaurants","5382","#ffbb78",
"2014-01-01","Banco Santander","Financial Services","5382","#9467bd",
"2014-01-01","Adobe","Business Services","5333","#1f77b4",
"2014-01-01","Johnson & Johnson","FMCG","5194","#7f7f7f",
"2014-01-01","John Deere","Diversified","5124","#17becf",
"2014-01-01","MTV","Media","5102","#f7b6d2",
"2014-01-01","DHL","Logistics","5084","#f7b6d2",
"2014-01-01","Chevrolet","Automotive","5036","#c49c94",
"2014-01-01","Ralph Lauren","Apparel","4979","#8c564b",
"2014-01-01","Duracell","FMCG","4935","#1f77b4",
"2014-01-01","Jack Daniel's","Alcohol","4884","#bcbd22",
"2014-01-01","Johnnie Walker","Alcohol","4842","#e377c2",
"2014-01-01","Harley-Davidson","Automotive","4772","#d62728",
"2014-01-01","Mastercard","Financial Services","4758","#ff9896",
"2014-01-01","Kleenex","FMCG","4643","#9467bd",
"2014-01-01","Smirnoff","Alcohol","4609","#ff7f0e",
"2014-01-01","Land Rover","Automotive","4473","#c7c7c7",
"2014-01-01","FedEx","Logistics","4414","#c5b0d5",
"2014-01-01","Corona","Alcohol","4387","#7f7f7f",
"2014-01-01","Huawei","Technology","4313","#dbdb8d",
"2014-01-01","Heineken","Alcohol","4221","#d62728",
"2014-01-01","Pizza Hut","Restaurants","4196","#2ca02c",
"2014-01-01","Hugo Boss","Apparel","4143","#9edae5",
"2014-01-01","Nokia","Technology","4138","#9467bd",
"2014-01-01","Gap","Apparel","4122","#bcbd22",
"2014-01-01","Nintendo","Electronics","4103","#dbdb8d",
"2013-01-01","Apple","Technology","98316","#c49c94",
"2013-01-01","Google","Technology","93291","#2ca02c",
"2013-01-01","Coca-Cola","Beverages","79213","#1f77b4",
"2013-01-01","IBM","Business Services","78808","#2ca02c",
"2013-01-01","Microsoft","Technology","59546","#ff7f0e",
"2013-01-01","GE","Diversified","46947","#8c564b",
"2013-01-01","McDonald's","Restaurants","41992","#bcbd22",
"2013-01-01","Samsung","Technology","39610","#2ca02c",
"2013-01-01","Intel","Technology","37257","#d62728",
"2013-01-01","Toyota","Automotive","35346","#c5b0d5",
"2013-01-01","Mercedes-Benz","Automotive","31904","#ffbb78",
"2013-01-01","BMW","Automotive","31839","#2ca02c",
"2013-01-01","Cisco","Business Services","29053","#ff9896",
"2013-01-01","Disney","Media","28147","#7f7f7f",
"2013-01-01","HP","Electronics","25843","#98df8a",
"2013-01-01","Gillette","FMCG","25105","#f7b6d2",
"2013-01-01","Louis Vuitton","Luxury","24893","#ff9896",
"2013-01-01","Oracle","Business Services","24088","#f7b6d2",
"2013-01-01","Amazon","Technology","23620","#7f7f7f",
"2013-01-01","Honda","Automotive","18490","#9edae5",
"2013-01-01","H&M","Apparel","18168","#ff9896",
"2013-01-01","Pepsi","Beverages","17892","#c5b0d5",
"2013-01-01","American Express","Financial Services","17646","#dbdb8d",
"2013-01-01","Nike","Sporting Goods","17085","#17becf",
"2013-01-01","SAP","Business Services","16676","#dbdb8d",
"2013-01-01","IKEA","Retail","13818","#9edae5",
"2013-01-01","UPS","Logistics","13763","#ff7f0e",
"2013-01-01","eBay","Retail","13162","#c49c94",
"2013-01-01","Pampers","FMCG","13035","#aec7e8",
"2013-01-01","Kellogg's","FMCG","12987","#98df8a",
"2013-01-01","Budweiser","Alcohol","12614","#8c564b",
"2013-01-01","HSBC","Financial Services","12183","#aec7e8",
"2013-01-01","J.P. Morgan","Financial Services","11456","#ff7f0e",
"2013-01-01","Volkswagen","Automotive","11120","#aec7e8",
"2013-01-01","Canon","Electronics","10989","#ff7f0e",
"2013-01-01","Zara","Apparel","10821","#9467bd",
"2013-01-01","NESCAF?","Beverages","10651","#ff7f0e",
"2013-01-01","Gucci","Luxury","10151","#d62728",
"2013-01-01","L'Or?al","FMCG","9874","#d62728",
"2013-01-01","Philips","Electronics","9813","#ff7f0e",
"2013-01-01","Accenture","Business Services","9471","#2ca02c",
"2013-01-01","Ford","Automotive","9181","#e377c2",
"2013-01-01","Hyundai","Automotive","9004","#8c564b",
"2013-01-01","Goldman Sachs","Financial Services","8536","#1f77b4",
"2013-01-01","Siemens","Diversified","8503","#dbdb8d",
"2013-01-01","Sony","Electronics","8408","#c7c7c7",
"2013-01-01","Thomson Reuters","Media","8103","#c5b0d5",
"2013-01-01","Citi","Financial Services","7973","#c49c94",
"2013-01-01","Danone","FMCG","7968","#8c564b",
"2013-01-01","Colgate","FMCG","7833","#17becf",
"2013-01-01","Audi","Automotive","7767","#c7c7c7",
"2013-01-01","Facebook","Technology","7732","#ffbb78",
"2013-01-01","Heinz","FMCG","7648","#9467bd",
"2013-01-01","Herm?s","Luxury","7616","#ffbb78",
"2013-01-01","adidas","Sporting Goods","7535","#98df8a",
"2013-01-01","Nestl?","FMCG","7527","#9467bd",
"2013-01-01","Nokia","Technology","7444","#9467bd",
"2013-01-01","Caterpillar","Diversified","7125","#e377c2",
"2013-01-01","AXA","Financial Services","7096","#ffbb78",
"2013-01-01","Cartier","Luxury","6897","#9edae5",
"2013-01-01","Dell","Electronics","6845","#7f7f7f",
"2013-01-01","Xerox","Business Services","6779","#e377c2",
"2013-01-01","Allianz","Financial Services","6710","#98df8a",
"2013-01-01","Porsche","Automotive","6471","#f7b6d2",
"2013-01-01","Nissan","Automotive","6203","#ff9896",
"2013-01-01","KFC","Restaurants","6192","#9467bd",
"2013-01-01","Nintendo","Electronics","6086","#dbdb8d",
"2013-01-01","Panasonic","Electronics","5821","#ff9896",
"2013-01-01","Sprite","Beverages","5811","#d62728",
"2013-01-01","Discovery","Media","5756","#c5b0d5",
"2013-01-01","Morgan Stanley","Financial Services","5724","#1f77b4",
"2013-01-01","Prada","Luxury","5570","#bcbd22",
"2013-01-01","Shell","Energy","5535","#9edae5",
"2013-01-01","Visa","Financial Services","5465","#dbdb8d",
"2013-01-01","Tiffany & Co.","Luxury","5440","#98df8a",
"2013-01-01","3M","Diversified","5413","#17becf",
"2013-01-01","Burberry","Luxury","5189","#17becf",
"2013-01-01","MTV","Media","4980","#f7b6d2",
"2013-01-01","Adobe","Business Services","4899","#1f77b4",
"2013-01-01","John Deere","Diversified","4865","#17becf",
"2013-01-01","Johnson & Johnson","FMCG","4777","#7f7f7f",
"2013-01-01","Johnnie Walker","Alcohol","4745","#e377c2",
"2013-01-01","Kia","Automotive","4708","#98df8a",
"2013-01-01","Banco Santander","Financial Services","4660","#9467bd",
"2013-01-01","Duracell","FMCG","4645","#1f77b4",
"2013-01-01","Jack Daniel's","Alcohol","4642","#bcbd22",
"2013-01-01","Avon","FMCG","4610","#e377c2",
"2013-01-01","Ralph Lauren","Apparel","4584","#8c564b",
"2013-01-01","Chevrolet","Automotive","4578","#c49c94",
"2013-01-01","Kleenex","FMCG","4428","#9467bd",
"2013-01-01","Starbucks","Restaurants","4399","#ffbb78",
"2013-01-01","Heineken","Alcohol","4331","#d62728",
"2013-01-01","Corona","Alcohol","4276","#7f7f7f",
"2013-01-01","Pizza Hut","Restaurants","4269","#2ca02c",
